"strategy","day","profit-per-ticket"
"5000 ticket(s)",74,0.65
"5000 ticket(s)",75,0.51
"5000 ticket(s)",76,1.64
"5000 ticket(s)",77,5.76
"5000 ticket(s)",78,0.94
"5000 ticket(s)",79,0.56
"5000 ticket(s)",80,0.51
"5000 ticket(s)",81,0.56
"5000 ticket(s)",82,0.61
"5000 ticket(s)",83,1.03
"5000 ticket(s)",84,11.9
"5000 ticket(s)",85,0.86
"5000 ticket(s)",86,0.87
"5000 ticket(s)",87,1.28
"5000 ticket(s)",88,0.48
"5000 ticket(s)",89,0.42
"5000 ticket(s)",90,0.23
"5000 ticket(s)",91,0.75
"5000 ticket(s)",92,0.2
"5000 ticket(s)",93,0.43
"5000 ticket(s)",94,6.02
"5000 ticket(s)",95,0.55
"5000 ticket(s)",96,1.16
"5000 ticket(s)",97,0.71
"5000 ticket(s)",98,1.6
"5000 ticket(s)",99,1.86
"5000 ticket(s)",100,0.97
"5000 ticket(s)",101,1
"5000 ticket(s)",102,1.28
"5000 ticket(s)",103,0.88
"5000 ticket(s)",104,0.87
"5000 ticket(s)",105,0.59
"5000 ticket(s)",106,0.61
"5000 ticket(s)",107,1.21
"5000 ticket(s)",108,0.44
"5000 ticket(s)",109,1.82
"5000 ticket(s)",110,6.46
"5000 ticket(s)",111,0.84
"5000 ticket(s)",112,1.1
"5000 ticket(s)",113,0.49
"5000 ticket(s)",114,0.83
"5000 ticket(s)",115,0.91
"5000 ticket(s)",116,1.22
"5000 ticket(s)",117,1.08
"5000 ticket(s)",118,1.23
"5000 ticket(s)",119,1.25
"5000 ticket(s)",120,0.29
"5000 ticket(s)",121,0.39
"5000 ticket(s)",122,0.08
"5000 ticket(s)",123,6.02
"5000 ticket(s)",124,1
"5000 ticket(s)",125,1.54
"5000 ticket(s)",126,0.54
"5000 ticket(s)",127,1.25
"5000 ticket(s)",128,0.85
"5000 ticket(s)",129,0.92
"5000 ticket(s)",130,0.33
"5000 ticket(s)",131,6.39
"5000 ticket(s)",132,5.31
"5000 ticket(s)",133,0.76
"5000 ticket(s)",134,0.96
"5000 ticket(s)",135,0.3
"5000 ticket(s)",136,1.23
"5000 ticket(s)",137,-0.17
"5000 ticket(s)",138,0.56
"5000 ticket(s)",139,0.87
"5000 ticket(s)",140,0.55
"5000 ticket(s)",141,0.31
"5000 ticket(s)",142,0.94
"5000 ticket(s)",143,1.1
"5000 ticket(s)",144,1.26
"5000 ticket(s)",145,0.69
"5000 ticket(s)",146,0.95
"5000 ticket(s)",147,0.43
"5000 ticket(s)",148,0.15
"5000 ticket(s)",149,0.5
"5000 ticket(s)",150,0.63
"5000 ticket(s)",151,0.67
"5000 ticket(s)",152,0.98
"5000 ticket(s)",153,0.95
"5000 ticket(s)",154,1.55
"5000 ticket(s)",155,0.9
"5000 ticket(s)",156,1.38
"5000 ticket(s)",157,1.35
"5000 ticket(s)",158,0.59
"5000 ticket(s)",159,1.44
"5000 ticket(s)",160,0.46
"5000 ticket(s)",161,1.16
"5000 ticket(s)",162,0.62
"5000 ticket(s)",163,1.97
"5000 ticket(s)",164,0.89
"5000 ticket(s)",165,0.59
"5000 ticket(s)",166,0.64
"5000 ticket(s)",167,1.01
"5000 ticket(s)",168,0.5
"5000 ticket(s)",169,0.5
"5000 ticket(s)",170,0.7
"5000 ticket(s)",171,1.55
"5000 ticket(s)",172,1.15
"5000 ticket(s)",173,0.37
"5000 ticket(s)",174,0.73
"5000 ticket(s)",175,0.88
"5000 ticket(s)",176,0.36
"5000 ticket(s)",177,0.84
"5000 ticket(s)",178,0.25
"5000 ticket(s)",179,0.73
"5000 ticket(s)",180,1
"5000 ticket(s)",181,1.18
"5000 ticket(s)",182,0.39
"5000 ticket(s)",183,0.63
"5000 ticket(s)",184,0.52
"5000 ticket(s)",185,1.37
"5000 ticket(s)",186,0.27
"5000 ticket(s)",187,1.33
"5000 ticket(s)",188,0.46
"5000 ticket(s)",189,0.92
"5000 ticket(s)",190,5.66
"5000 ticket(s)",191,0.43
"5000 ticket(s)",192,1.15
"5000 ticket(s)",193,1.49
"5000 ticket(s)",194,0.25
"5000 ticket(s)",195,0.87
"5000 ticket(s)",196,5.24
"5000 ticket(s)",197,1.64
"5000 ticket(s)",198,0.19
"5000 ticket(s)",199,0.03
"5000 ticket(s)",200,0.59
